unique.split,parent.split,host,parent.host
115,unassigned_region-SPLIT1,115,unassigned_region
835,508,835,508
508,115,508,115
735,508,735,508
287,735,287,735
134,735,134,735
788,508,788,508
429,unassigned_region-SPLIT2,429,unassigned_region
727-SPLIT1,429,727,429
727-SPLIT2,429,727,429
427,unassigned_region-SPLIT2,427,unassigned_region
148,427,148,427
262,unassigned_region-SPLIT3,262,unassigned_region
764,unassigned_region-SPLIT3,764,unassigned_region
105,822,105,822
147,105,147,105
799,747,799,747
747,105,747,105
391,105,391,105
822,unassigned_region-SPLIT3,822,unassigned_region
136,148,136,148
664,unassigned_region-SPLIT4,664,unassigned_region
583,unassigned_region-SPLIT4,583,unassigned_region
213,unassigned_region-SPLIT5,213,unassigned_region
483-SPLIT1,unassigned_region-SPLIT5,483,unassigned_region
483-SPLIT2,583,483,583
154,483-SPLIT2,154,483
257,154,257,154
729,483-SPLIT2,729,483
348,483-SPLIT2,348,483
167,115,167,115
29,unassigned_region-SPLIT1,29,unassigned_region
100,29,100,29
161,100,161,100
195,unassigned_region-SPLIT6,195,unassigned_region
357,195,357,195
254,unassigned_region-SPLIT6,254,unassigned_region
804,254,804,254
26,254,26,254
299,unassigned_region-SPLIT1,299,unassigned_region
913,299,913,299
215,unassigned_region-SPLIT7,215,unassigned_region
192-SPLIT2,758,192,758
175-SPLIT1,192-SPLIT2,175,192
315,unassigned_region-SPLIT8,315,unassigned_region
189,315,189,315
175-SPLIT2,unassigned_region-SPLIT8,175,unassigned_region
292,175-SPLIT2,292,175
286,292,286,292
831,175-SPLIT2,831,175
592,unassigned_region-SPLIT8,592,unassigned_region
192-SPLIT1,592,192,592
758,unassigned_region-SPLIT7,758,unassigned_region
298,758,298,758
409,unassigned_region-SPLIT7,409,unassigned_region
211,299,211,299
101,211,101,211
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,508,unassigned_region,508
unassigned_region-SPLIT3,148,unassigned_region,148
unassigned_region-SPLIT4,508,unassigned_region,508
unassigned_region-SPLIT5,583,unassigned_region,583
unassigned_region-SPLIT6,100,unassigned_region,100
unassigned_region-SPLIT7,299,unassigned_region,299
unassigned_region-SPLIT8,192-SPLIT2,unassigned_region,192
