unique.split,parent.split,host,parent.host
277,132,277,132
808,unassigned_region-SPLIT2,808,unassigned_region
234,unassigned_region-SPLIT2,234,unassigned_region
143,132,143,132
103,unassigned_region-SPLIT3,103,unassigned_region
106,103,106,103
677,103,677,103
359,unassigned_region-SPLIT3,359,unassigned_region
536,359,536,359
82,132,82,132
651,82,651,82
293,132,293,132
132,unassigned_region-SPLIT1,132,unassigned_region
371,132,371,132
0,371,0,371
129,123,129,123
123,132,123,132
186,123,186,123
543,186,543,186
311,186,311,186
388,123,388,123
229,123,229,123
376,132,376,132
242,unassigned_region-SPLIT1,242,unassigned_region
212,242,212,242
209,242,209,242
1,69,1,69
69,209,69,209
382,69,382,69
754,382,754,382
989,382,989,382
565,382,565,382
46,unassigned_region-SPLIT4,46,unassigned_region
133,unassigned_region-SPLIT4,133,unassigned_region
276,unassigned_region-SPLIT1,276,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,143,unassigned_region,143
unassigned_region-SPLIT3,143,unassigned_region,143
unassigned_region-SPLIT4,209,unassigned_region,209
