unique.split,parent.split,host,parent.host
169,unassigned_region-SPLIT1,169,unassigned_region
89,unassigned_region-SPLIT2,89,unassigned_region
276,unassigned_region-SPLIT3,276,unassigned_region
188,unassigned_region-SPLIT3,188,unassigned_region
595,unassigned_region-SPLIT2,595,unassigned_region
74,595,74,595
279,unassigned_region-SPLIT2,279,unassigned_region
197,279,197,279
757,197,757,197
146,unassigned_region-SPLIT2,146,unassigned_region
281,unassigned_region-SPLIT1,281,unassigned_region
143,281,143,281
70,unassigned_region-SPLIT1,70,unassigned_region
170,unassigned_region-SPLIT1,170,unassigned_region
990,108,990,108
85-SPLIT2,unassigned_region-SPLIT4,85,unassigned_region
85-SPLIT1,556,85,556
556,85-SPLIT2,556,85
224,unassigned_region-SPLIT4,224,unassigned_region
320,unassigned_region-SPLIT4,320,unassigned_region
957,unassigned_region-SPLIT4,957,unassigned_region
108,unassigned_region-SPLIT1,108,unassigned_region
256,108,256,108
97,unassigned_region-SPLIT1,97,unassigned_region
335,unassigned_region-SPLIT5,335,unassigned_region
192,335,192,335
646-SPLIT2,unassigned_region-SPLIT5,646,unassigned_region
646-SPLIT1,942,646,942
942,646-SPLIT2,942,646
324,unassigned_region-SPLIT1,324,unassigned_region
178,unassigned_region-SPLIT1,178,unassigned_region
30,178,30,178
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,169,unassigned_region,169
unassigned_region-SPLIT3,89,unassigned_region,89
unassigned_region-SPLIT4,108,unassigned_region,108
unassigned_region-SPLIT5,97,unassigned_region,97
