unique.split,parent.split,host,parent.host
64,unassigned_region-SPLIT1,64,unassigned_region
575,64,575,64
544-SPLIT1,575,544,575
979,575,979,575
544-SPLIT2,979,544,979
613-SPLIT1,979,613,979
613-SPLIT2,575,613,575
67,64,67,64
666,64,666,64
133,unassigned_region-SPLIT2,133,unassigned_region
471,unassigned_region-SPLIT2,471,unassigned_region
13,64,13,64
516,64,516,64
841,516,841,516
832,516,832,516
198,unassigned_region-SPLIT1,198,unassigned_region
265,unassigned_region-SPLIT1,265,unassigned_region
5-SPLIT1,unassigned_region-SPLIT3,5,unassigned_region
69,unassigned_region-SPLIT3,69,unassigned_region
55,69,55,69
974-SPLIT1,69,974,69
5-SPLIT2,69,5,69
974-SPLIT2,69,974,69
89,unassigned_region-SPLIT3,89,unassigned_region
356,89,356,89
5-SPLIT3,356,5,356
260,unassigned_region-SPLIT1,260,unassigned_region
693,unassigned_region-SPLIT1,693,unassigned_region
215,unassigned_region-SPLIT1,215,unassigned_region
775,326,775,326
326,215,326,215
66,326,66,326
373,326,373,326
837,unassigned_region-SPLIT1,837,unassigned_region
293,unassigned_region-SPLIT1,293,unassigned_region
29,293,29,293
210,29,210,29
854,210,854,210
83,854,83,854
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,64,unassigned_region,64
unassigned_region-SPLIT3,260,unassigned_region,260
