dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr0125_nv10_1,0.947,0.986,0.966,0.926,0.685,0.787
SEIR015_sl1000_mr0125_nv10_10,0.875,0.737,0.8,0.933,0.737,0.824
SEIR015_sl1000_mr0125_nv10_11,1,0.615,0.762,0.889,0.615,0.727
SEIR015_sl1000_mr0125_nv10_12,1,0.643,0.783,1,0.714,0.833
SEIR015_sl1000_mr0125_nv10_13,1,0.96,0.98,1,0.82,0.901
SEIR015_sl1000_mr0125_nv10_14,0.868,0.885,0.876,0.913,0.808,0.857
SEIR015_sl1000_mr0125_nv10_15,0.917,0.733,0.815,0.929,0.578,0.712
SEIR015_sl1000_mr0125_nv10_16,0.828,0.762,0.793,0.885,0.73,0.8
SEIR015_sl1000_mr0125_nv10_17,0.862,0.962,0.909,0.864,0.731,0.792
SEIR015_sl1000_mr0125_nv10_18,0.875,0.7,0.778,0.875,0.7,0.778
SEIR015_sl1000_mr0125_nv10_19,0.864,0.613,0.717,0.95,0.613,0.745
SEIR015_sl1000_mr0125_nv10_2,0.929,0.812,0.867,1,0.688,0.815
SEIR015_sl1000_mr0125_nv10_20,0.943,0.805,0.868,0.939,0.756,0.838
SEIR015_sl1000_mr0125_nv10_3,0.889,0.889,0.889,0.889,0.889,0.889
SEIR015_sl1000_mr0125_nv10_4,1,0.8,0.889,0.9,0.9,0.9
SEIR015_sl1000_mr0125_nv10_5,0.96,0.941,0.95,0.947,0.353,0.514
SEIR015_sl1000_mr0125_nv10_6,0.882,0.857,0.87,0.957,0.629,0.759
SEIR015_sl1000_mr0125_nv10_7,0.95,0.838,0.891,0.979,0.691,0.81
SEIR015_sl1000_mr0125_nv10_8,0.941,0.889,0.914,0.875,0.778,0.824
SEIR015_sl1000_mr0125_nv10_9,0.571,0.571,0.571,0.667,0.286,0.4
SEIR015_sl1000_mr025_nv10_1,0.889,0.8,0.842,1,0.9,0.947
SEIR015_sl1000_mr025_nv10_10,1,0.545,0.706,1,0.455,0.625
SEIR015_sl1000_mr025_nv10_11,0.891,0.875,0.883,0.932,0.732,0.82
SEIR015_sl1000_mr025_nv10_12,0.857,0.6,0.706,1,0.4,0.571
SEIR015_sl1000_mr025_nv10_13,0.375,0.3,0.333,0.5,0.2,0.286
SEIR015_sl1000_mr025_nv10_14,0.704,0.76,0.731,0.792,0.76,0.776
SEIR015_sl1000_mr025_nv10_15,0.868,0.569,0.688,0.95,0.328,0.487
SEIR015_sl1000_mr025_nv10_16,0.857,0.857,0.857,0.929,0.929,0.929
SEIR015_sl1000_mr025_nv10_17,0.941,0.842,0.889,0.933,0.737,0.824
SEIR015_sl1000_mr025_nv10_18,0.882,0.811,0.845,0.931,0.73,0.818
SEIR015_sl1000_mr025_nv10_19,0.81,0.895,0.85,0.833,0.789,0.811
SEIR015_sl1000_mr025_nv10_2,0.889,0.857,0.873,0.919,0.607,0.731
SEIR015_sl1000_mr025_nv10_20,0.75,0.75,0.75,0.857,0.75,0.8
SEIR015_sl1000_mr025_nv10_3,0.88,0.957,0.917,0.932,0.891,0.911
SEIR015_sl1000_mr025_nv10_4,0.933,0.955,0.944,0.973,0.818,0.889
SEIR015_sl1000_mr025_nv10_5,0.857,0.875,0.866,0.884,0.792,0.835
SEIR015_sl1000_mr025_nv10_6,0.915,0.935,0.925,1,0.804,0.892
SEIR015_sl1000_mr025_nv10_7,1,0.667,0.8,1,1,1
SEIR015_sl1000_mr025_nv10_8,0.944,0.85,0.895,1,0.85,0.919
