dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr0125_nv10_1,0.947,0.973,0.959,1,0.37,0.54
SEIR015_sl1000_mr0125_nv10_10,0.875,0.737,0.8,1,0.526,0.69
SEIR015_sl1000_mr0125_nv10_11,1,0.615,0.762,1,0.308,0.471
SEIR015_sl1000_mr0125_nv10_12,1,0.643,0.783,1,0.357,0.526
SEIR015_sl1000_mr0125_nv10_13,0.958,0.92,0.939,0.968,0.6,0.741
SEIR015_sl1000_mr0125_nv10_14,0.868,0.885,0.876,1,0.577,0.732
SEIR015_sl1000_mr0125_nv10_15,0.914,0.711,0.8,0.929,0.289,0.441
SEIR015_sl1000_mr0125_nv10_16,0.828,0.762,0.793,0.973,0.571,0.72
SEIR015_sl1000_mr0125_nv10_17,0.828,0.923,0.873,0.923,0.462,0.615
SEIR015_sl1000_mr0125_nv10_18,0.857,0.6,0.706,1,0.4,0.571
SEIR015_sl1000_mr0125_nv10_19,0.905,0.613,0.731,1,0.548,0.708
SEIR015_sl1000_mr0125_nv10_2,0.929,0.812,0.867,1,0.625,0.769
SEIR015_sl1000_mr0125_nv10_20,0.941,0.78,0.853,0.944,0.415,0.576
SEIR015_sl1000_mr0125_nv10_3,0.889,0.889,0.889,1,0.556,0.714
SEIR015_sl1000_mr0125_nv10_4,1,0.8,0.889,1,0.5,0.667
SEIR015_sl1000_mr0125_nv10_5,0.941,0.941,0.941,1,0.235,0.381
SEIR015_sl1000_mr0125_nv10_6,0.879,0.829,0.853,1,0.314,0.478
SEIR015_sl1000_mr0125_nv10_7,0.967,0.868,0.915,0.967,0.426,0.592
SEIR015_sl1000_mr0125_nv10_8,0.9,1,0.947,1,0.389,0.56
SEIR015_sl1000_mr0125_nv10_9,0.571,0.571,0.571,1,0.143,0.25
SEIR015_sl1000_mr025_nv10_1,0.889,0.8,0.842,1,0.7,0.824
SEIR015_sl1000_mr025_nv10_10,1,0.545,0.706,1,0.364,0.533
SEIR015_sl1000_mr025_nv10_11,0.893,0.893,0.893,1,0.393,0.564
SEIR015_sl1000_mr025_nv10_12,1,0.6,0.75,1,0.3,0.462
SEIR015_sl1000_mr025_nv10_13,0.5,0.3,0.375,1,0.2,0.333
SEIR015_sl1000_mr025_nv10_14,0.741,0.8,0.769,0.875,0.56,0.683
SEIR015_sl1000_mr025_nv10_15,0.865,0.552,0.674,1,0.207,0.343
SEIR015_sl1000_mr025_nv10_16,0.857,0.857,0.857,0.9,0.643,0.75
SEIR015_sl1000_mr025_nv10_17,0.941,0.842,0.889,0.895,0.447,0.596
SEIR015_sl1000_mr025_nv10_18,0.853,0.784,0.817,1,0.514,0.679
SEIR015_sl1000_mr025_nv10_19,0.85,0.895,0.872,0.875,0.368,0.519
SEIR015_sl1000_mr025_nv10_2,0.873,0.857,0.865,0.941,0.286,0.438
SEIR015_sl1000_mr025_nv10_20,0.75,0.75,0.75,1,0.5,0.667
SEIR015_sl1000_mr025_nv10_3,0.88,0.957,0.917,1,0.543,0.704
SEIR015_sl1000_mr025_nv10_4,0.955,0.955,0.955,0.952,0.455,0.615
SEIR015_sl1000_mr025_nv10_5,0.857,0.875,0.866,0.962,0.521,0.676
SEIR015_sl1000_mr025_nv10_6,0.915,0.935,0.925,1,0.435,0.606
SEIR015_sl1000_mr025_nv10_7,1,0.667,0.8,1,0.667,0.8
SEIR015_sl1000_mr025_nv10_8,0.944,0.85,0.895,1,0.6,0.75
SEIR015_sl1000_mr025_nv10_9,0.964,0.964,0.964,1,0.536,0.698
SEIR015_sl1000_mr025_nv20_1,0.8,0.8,0.8,1,0.333,0.5
SEIR015_sl1000_mr025_nv20_10,0.778,0.778,0.778,0.833,0.556,0.667
SEIR015_sl1000_mr025_nv20_11,0.923,0.923,0.923,0.889,0.615,0.727
SEIR015_sl1000_mr025_nv20_12,0.667,0.7,0.683,0.909,0.5,0.645
SEIR015_sl1000_mr025_nv20_13,0.75,1,0.857,1,0.778,0.875
SEIR015_sl1000_mr025_nv20_14,0.955,0.955,0.955,1,0.364,0.533
SEIR015_sl1000_mr025_nv20_15,0.75,0.75,0.75,1,0.375,0.545
SEIR015_sl1000_mr025_nv20_16,0.968,1,0.984,1,0.7,0.824
SEIR015_sl1000_mr025_nv20_17,0.912,0.929,0.92,0.967,0.518,0.674
SEIR015_sl1000_mr025_nv20_18,0.806,0.744,0.773,0.938,0.385,0.545
SEIR015_sl1000_mr025_nv20_19,0.7,0.636,0.667,1,0.364,0.533
SEIR015_sl1000_mr025_nv20_2,0.917,0.88,0.898,1,0.6,0.75
SEIR015_sl1000_mr025_nv20_20,0.778,0.737,0.757,0.75,0.474,0.581
SEIR015_sl1000_mr025_nv20_3,0.95,0.864,0.905,1,0.439,0.611
SEIR015_sl1000_mr025_nv20_4,0.912,0.939,0.925,0.846,0.333,0.478
SEIR015_sl1000_mr025_nv20_5,0.973,0.923,0.947,0.941,0.41,0.571
SEIR015_sl1000_mr025_nv20_6,0.897,0.921,0.909,0.955,0.553,0.7
SEIR015_sl1000_mr025_nv20_7,0.943,0.917,0.93,1,0.75,0.857
SEIR015_sl1000_mr025_nv20_8,0.895,0.761,0.823,0.974,0.567,0.717
SEIR015_sl1000_mr025_nv20_9,0.778,0.778,0.778,0.8,0.222,0.348
SEIR015_sl1000_mr025_nv5_1,0.857,0.429,0.571,1,0.143,0.25
SEIR015_sl1000_mr025_nv5_10,0.724,0.583,0.646,1,0.278,0.435
SEIR015_sl1000_mr025_nv5_11,0.929,0.83,0.876,0.938,0.319,0.476
SEIR015_sl1000_mr025_nv5_12,0.8,0.727,0.762,0.75,0.273,0.4
SEIR015_sl1000_mr025_nv5_13,0.871,0.871,0.871,1,0.323,0.488
SEIR015_sl1000_mr025_nv5_14,0.867,0.867,0.867,1,0.6,0.75
SEIR015_sl1000_mr025_nv5_15,0.833,0.769,0.8,0.957,0.338,0.5
