unique.split,parent.split,host,parent.host
450-SPLIT1,260-SPLIT1,450,260
780,450-SPLIT1,780,450
303,450-SPLIT1,303,450
822,unassigned_region-SPLIT2,822,unassigned_region
856,unassigned_region-SPLIT2,856,unassigned_region
687,unassigned_region-SPLIT2,687,unassigned_region
434,unassigned_region-SPLIT2,434,unassigned_region
288,434,288,434
482-SPLIT1,349,482,349
349,unassigned_region-SPLIT2,349,unassigned_region
482-SPLIT2,unassigned_region-SPLIT2,482,unassigned_region
668,unassigned_region-SPLIT2,668,unassigned_region
730,668,730,668
954,730,954,730
884,730,884,730
797,668,797,668
482-SPLIT3,668,482,668
260-SPLIT1,unassigned_region-SPLIT1,260,unassigned_region
91-SPLIT1,260-SPLIT1,91,260
215,unassigned_region-SPLIT1,215,unassigned_region
706,215,706,215
273-SPLIT1,unassigned_region-SPLIT1,273,unassigned_region
273-SPLIT2,286,273,286
286,unassigned_region-SPLIT1,286,unassigned_region
322,286,322,286
124,322,124,322
32,124,32,124
284,124,284,124
681,124,681,124
609,unassigned_region-SPLIT3,609,unassigned_region
147,unassigned_region-SPLIT3,147,unassigned_region
240,147,240,147
158,147,158,147
101,unassigned_region-SPLIT4,101,unassigned_region
40,unassigned_region-SPLIT4,40,unassigned_region
775,147,775,147
818,147,818,147
21,124,21,124
260-SPLIT2,322,260,322
273-SPLIT3,322,273,322
450-SPLIT2,unassigned_region-SPLIT5,450,unassigned_region
365,unassigned_region-SPLIT5,365,unassigned_region
340,251,340,251
251,unassigned_region-SPLIT1,251,unassigned_region
450-SPLIT3,unassigned_region-SPLIT1,450,unassigned_region
91-SPLIT2,unassigned_region-SPLIT1,91,unassigned_region
260-SPLIT3,unassigned_region-SPLIT1,260,unassigned_region
9,unassigned_region-SPLIT1,9,unassigned_region
112,9,112,9
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,450-SPLIT1,unassigned_region,450
unassigned_region-SPLIT3,124,unassigned_region,124
unassigned_region-SPLIT4,147,unassigned_region,147
unassigned_region-SPLIT5,286,unassigned_region,286
