dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr0125_nv10_1,1,0.918,0.957,0.902,0.753,0.821
SEIR015_sl1000_mr0125_nv10_10,1,0.474,0.643,0.789,0.789,0.789
SEIR015_sl1000_mr0125_nv10_11,1,0.538,0.7,0.75,0.692,0.72
SEIR015_sl1000_mr0125_nv10_12,1,0.643,0.783,0.818,0.643,0.72
SEIR015_sl1000_mr0125_nv10_13,0.979,0.94,0.959,0.913,0.84,0.875
SEIR015_sl1000_mr0125_nv10_14,1,0.654,0.791,0.882,0.865,0.874
SEIR015_sl1000_mr0125_nv10_15,0.964,0.6,0.74,0.788,0.578,0.667
SEIR015_sl1000_mr0125_nv10_16,0.861,0.492,0.626,0.836,0.81,0.823
SEIR015_sl1000_mr0125_nv10_17,1,0.462,0.632,0.808,0.808,0.808
SEIR015_sl1000_mr0125_nv10_18,1,0.5,0.667,0.8,0.8,0.8
SEIR015_sl1000_mr0125_nv10_19,1,0.548,0.708,0.792,0.613,0.691
SEIR015_sl1000_mr0125_nv10_2,0.909,0.625,0.741,0.846,0.688,0.759
SEIR015_sl1000_mr0125_nv10_20,0.958,0.561,0.708,0.889,0.78,0.831
SEIR015_sl1000_mr0125_nv10_3,1,0.667,0.8,0.818,1,0.9
SEIR015_sl1000_mr0125_nv10_4,1,0.8,0.889,0.8,0.8,0.8
SEIR015_sl1000_mr0125_nv10_5,0.938,0.882,0.909,0.84,0.412,0.553
SEIR015_sl1000_mr0125_nv10_6,1,0.6,0.75,0.903,0.8,0.848
SEIR015_sl1000_mr0125_nv10_7,0.979,0.676,0.8,0.946,0.779,0.855
SEIR015_sl1000_mr0125_nv10_8,1,0.667,0.8,0.762,0.889,0.821
SEIR015_sl1000_mr0125_nv10_9,0.75,0.429,0.545,0.667,0.286,0.4
SEIR015_sl1000_mr025_nv10_1,1,0.6,0.75,0.909,1,0.952
SEIR015_sl1000_mr025_nv10_10,0.833,0.455,0.588,0.75,0.818,0.783
SEIR015_sl1000_mr025_nv10_11,0.977,0.75,0.848,0.935,0.768,0.843
SEIR015_sl1000_mr025_nv10_12,1,0.2,0.333,1,0.4,0.571
SEIR015_sl1000_mr025_nv10_13,1,0.1,0.182,0.4,0.2,0.267
SEIR015_sl1000_mr025_nv10_14,0.842,0.64,0.727,0.741,0.8,0.769
SEIR015_sl1000_mr025_nv10_15,1,0.5,0.667,0.862,0.431,0.575
SEIR015_sl1000_mr025_nv10_16,1,0.571,0.727,0.867,0.929,0.897
