dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr0125_nv10_1,1,0.89,0.942,0.931,0.74,0.824
SEIR015_sl1000_mr0125_nv10_10,1,0.526,0.69,0.833,0.789,0.811
SEIR015_sl1000_mr0125_nv10_11,1,0.538,0.7,0.769,0.769,0.769
SEIR015_sl1000_mr0125_nv10_12,1,0.643,0.783,0.818,0.643,0.72
SEIR015_sl1000_mr0125_nv10_13,0.936,0.88,0.907,0.913,0.84,0.875
SEIR015_sl1000_mr0125_nv10_14,1,0.673,0.805,0.9,0.865,0.882
SEIR015_sl1000_mr0125_nv10_15,0.964,0.6,0.74,0.862,0.556,0.676
SEIR015_sl1000_mr0125_nv10_16,0.882,0.476,0.619,0.81,0.81,0.81
SEIR015_sl1000_mr0125_nv10_17,1,0.423,0.595,0.846,0.846,0.846
SEIR015_sl1000_mr0125_nv10_18,1,0.5,0.667,0.778,0.7,0.737
SEIR015_sl1000_mr0125_nv10_19,1,0.548,0.708,0.826,0.613,0.704
SEIR015_sl1000_mr0125_nv10_2,0.917,0.688,0.786,0.846,0.688,0.759
SEIR015_sl1000_mr0125_nv10_20,0.958,0.561,0.708,0.892,0.805,0.846
SEIR015_sl1000_mr0125_nv10_3,1,0.667,0.8,0.818,1,0.9
SEIR015_sl1000_mr0125_nv10_4,1,0.8,0.889,0.8,0.8,0.8
SEIR015_sl1000_mr0125_nv10_5,0.957,0.882,0.918,0.778,0.412,0.538
SEIR015_sl1000_mr0125_nv10_6,1,0.543,0.704,0.931,0.771,0.844
SEIR015_sl1000_mr0125_nv10_7,0.98,0.706,0.821,0.946,0.779,0.855
SEIR015_sl1000_mr0125_nv10_8,1,0.778,0.875,0.762,0.889,0.821
SEIR015_sl1000_mr0125_nv10_9,0.75,0.429,0.545,0.857,0.286,0.429
SEIR015_sl1000_mr025_nv10_1,1,0.6,0.75,0.9,0.9,0.9
SEIR015_sl1000_mr025_nv10_10,0.833,0.455,0.588,0.75,0.818,0.783
SEIR015_sl1000_mr025_nv10_11,0.977,0.75,0.848,0.935,0.768,0.843
SEIR015_sl1000_mr025_nv10_12,1,0.2,0.333,1,0.4,0.571
SEIR015_sl1000_mr025_nv10_13,1,0.1,0.182,0.4,0.2,0.267
SEIR015_sl1000_mr025_nv10_14,0.895,0.68,0.773,0.741,0.8,0.769
SEIR015_sl1000_mr025_nv10_15,1,0.483,0.651,0.96,0.414,0.578
SEIR015_sl1000_mr025_nv10_16,1,0.571,0.727,0.867,0.929,0.897
SEIR015_sl1000_mr025_nv10_17,0.9,0.711,0.794,0.875,0.737,0.8
SEIR015_sl1000_mr025_nv10_18,1,0.595,0.746,0.778,0.757,0.767
SEIR015_sl1000_mr025_nv10_19,0.933,0.737,0.824,0.75,0.789,0.769
SEIR015_sl1000_mr025_nv10_2,0.976,0.732,0.837,0.886,0.696,0.78
SEIR015_sl1000_mr025_nv10_20,1,0.375,0.545,0.857,0.75,0.8
SEIR015_sl1000_mr025_nv10_3,1,0.761,0.864,0.84,0.913,0.875
SEIR015_sl1000_mr025_nv10_4,0.972,0.795,0.875,0.927,0.864,0.894
SEIR015_sl1000_mr025_nv10_5,0.947,0.75,0.837,0.824,0.875,0.848
SEIR015_sl1000_mr025_nv10_6,0.93,0.87,0.899,0.953,0.891,0.921
SEIR015_sl1000_mr025_nv10_7,0.833,0.556,0.667,0.889,0.889,0.889
SEIR015_sl1000_mr025_nv10_8,1,0.7,0.824,0.842,0.8,0.821
SEIR015_sl1000_mr025_nv10_9,1,0.875,0.933,0.962,0.893,0.926
SEIR015_sl1000_mr025_nv20_1,1,0.6,0.75,0.812,0.867,0.839
SEIR015_sl1000_mr025_nv20_10,0.75,0.333,0.462,0.636,0.778,0.7
SEIR015_sl1000_mr025_nv20_11,1,0.692,0.818,0.833,0.769,0.8
SEIR015_sl1000_mr025_nv20_12,0.923,0.6,0.727,0.8,0.6,0.686
SEIR015_sl1000_mr025_nv20_13,1,0.222,0.364,0.692,1,0.818
SEIR015_sl1000_mr025_nv20_14,0.952,0.909,0.93,0.833,0.909,0.87
SEIR015_sl1000_mr025_nv20_15,1,0.417,0.588,0.944,0.708,0.81
SEIR015_sl1000_mr025_nv20_16,0.929,0.867,0.897,0.867,0.867,0.867
SEIR015_sl1000_mr025_nv20_17,0.979,0.839,0.904,0.943,0.893,0.917
SEIR015_sl1000_mr025_nv20_18,0.955,0.538,0.689,0.903,0.718,0.8
SEIR015_sl1000_mr025_nv20_19,0.667,0.182,0.286,0.533,0.727,0.615
SEIR015_sl1000_mr025_nv20_2,1,0.6,0.75,1,0.92,0.958
SEIR015_sl1000_mr025_nv20_20,0.833,0.526,0.645,0.647,0.579,0.611
SEIR015_sl1000_mr025_nv20_3,1,0.636,0.778,0.939,0.697,0.8
SEIR015_sl1000_mr025_nv20_4,0.963,0.788,0.867,0.897,0.788,0.839
SEIR015_sl1000_mr025_nv20_5,0.972,0.897,0.933,0.917,0.846,0.88
SEIR015_sl1000_mr025_nv20_6,0.895,0.447,0.596,0.825,0.868,0.846
SEIR015_sl1000_mr025_nv20_7,0.935,0.806,0.866,0.97,0.889,0.928
SEIR015_sl1000_mr025_nv20_8,0.979,0.701,0.817,0.925,0.731,0.817
SEIR015_sl1000_mr025_nv20_9,0.812,0.722,0.765,0.733,0.611,0.667
SEIR015_sl1000_mr025_nv5_1,1,0.357,0.526,0.7,0.5,0.583
SEIR015_sl1000_mr025_nv5_10,1,0.306,0.468,0.826,0.528,0.644
SEIR015_sl1000_mr025_nv5_11,0.971,0.723,0.829,0.935,0.617,0.744
SEIR015_sl1000_mr025_nv5_12,0.778,0.636,0.7,0.5,0.364,0.421
SEIR015_sl1000_mr025_nv5_13,1,0.71,0.83,0.923,0.774,0.842
SEIR015_sl1000_mr025_nv5_14,1,0.467,0.636,0.667,0.8,0.727
SEIR015_sl1000_mr025_nv5_15,0.911,0.631,0.745,0.857,0.646,0.737
SEIR015_sl1000_mr025_nv5_16,1,0.846,0.917,0.947,0.692,0.8
SEIR015_sl1000_mr025_nv5_17,1,0.732,0.845,0.892,0.805,0.846
SEIR015_sl1000_mr025_nv5_18,0.923,0.655,0.766,0.829,0.618,0.708
SEIR015_sl1000_mr025_nv5_19,1,0.182,0.308,0.833,0.455,0.588
SEIR015_sl1000_mr025_nv5_2,1,0.556,0.714,1,0.778,0.875
SEIR015_sl1000_mr025_nv5_20,1,0.61,0.758,0.879,0.707,0.784
SEIR015_sl1000_mr025_nv5_3,0.846,0.407,0.55,0.789,0.556,0.652
SEIR015_sl1000_mr025_nv5_4,0.919,0.68,0.782,0.917,0.66,0.767
SEIR015_sl1000_mr025_nv5_5,0.778,0.333,0.467,0.714,0.476,0.571
SEIR015_sl1000_mr025_nv5_6,0.958,0.371,0.535,0.897,0.419,0.571
SEIR015_sl1000_mr025_nv5_7,0.87,0.769,0.816,0.704,0.731,0.717
SEIR015_sl1000_mr025_nv5_8,0.941,0.696,0.8,0.842,0.696,0.762
SEIR015_sl1000_mr025_nv5_9,1,0.4,0.571,0.654,0.425,0.515
SEIR015_sl1000_mr05_nv10_1,0.917,0.647,0.759,0.733,0.647,0.688
SEIR015_sl1000_mr05_nv10_10,1,0.444,0.615,0.75,0.667,0.706
SEIR015_sl1000_mr05_nv10_11,0.667,0.25,0.364,0.5,0.375,0.429
SEIR015_sl1000_mr05_nv10_12,1,0.125,0.222,0.727,1,0.842
SEIR015_sl1000_mr05_nv10_13,0.978,0.738,0.841,0.927,0.836,0.879
SEIR015_sl1000_mr05_nv10_14,0.943,0.717,0.815,0.818,0.587,0.684
SEIR015_sl1000_mr05_nv10_15,1,0.545,0.706,0.889,0.727,0.8
SEIR015_sl1000_mr05_nv10_16,1,0.659,0.794,0.923,0.878,0.9
SEIR015_sl1000_mr05_nv10_17,0.95,0.551,0.697,0.879,0.841,0.859
SEIR015_sl1000_mr05_nv10_18,0.957,0.537,0.688,0.857,0.878,0.867
SEIR015_sl1000_mr05_nv10_19,1,0.531,0.694,0.903,0.875,0.889
SEIR015_sl1000_mr05_nv10_2,0.941,0.762,0.842,0.853,0.69,0.763
SEIR015_sl1000_mr05_nv10_20,0.9,0.439,0.59,0.632,0.293,0.4
SEIR015_sl1000_mr05_nv10_3,1,0.696,0.821,0.828,0.857,0.842
SEIR015_sl1000_mr05_nv10_4,1,0.594,0.745,0.806,0.781,0.794
SEIR015_sl1000_mr05_nv10_5,1,0.636,0.778,0.692,0.818,0.75
SEIR015_sl1000_mr05_nv10_6,1,0.833,0.909,0.917,0.733,0.815
SEIR015_sl1000_mr05_nv10_7,1,0.231,0.375,0.643,0.692,0.667
SEIR015_sl1000_mr05_nv10_8,1,0.75,0.857,0.812,0.722,0.765
SEIR015_sl1000_mr05_nv10_9,1,0.6,0.75,0.857,0.8,0.828
SEIR015_sl250_mr025_nv10_1,0.667,0.118,0.2,0.933,0.824,0.875
SEIR015_sl250_mr025_nv10_10,0.818,0.153,0.257,0.706,0.407,0.516
