unique.split,parent.split,host,parent.host
308-SPLIT1,unassigned_region-SPLIT2,308,unassigned_region
799,unassigned_region-SPLIT2,799,unassigned_region
23-SPLIT1,unassigned_region-SPLIT1,23,unassigned_region
426,23-SPLIT1,426,23
125-SPLIT1,unassigned_region-SPLIT3,125,unassigned_region
360,unassigned_region-SPLIT3,360,unassigned_region
4,unassigned_region-SPLIT4,4,unassigned_region
337,4,337,4
736,4,736,4
75,4,75,4
30,unassigned_region-SPLIT4,30,unassigned_region
294,30,294,30
41,30,41,30
40-SPLIT1,unassigned_region-SPLIT3,40,unassigned_region
112,unassigned_region-SPLIT5,112,unassigned_region
772,112,772,112
37,772,37,772
980,unassigned_region-SPLIT5,980,unassigned_region
150,40-SPLIT1,150,40
315,150,315,150
643,150,643,150
523,40-SPLIT1,523,40
23-SPLIT2,unassigned_region-SPLIT1,23,unassigned_region
276,unassigned_region-SPLIT1,276,unassigned_region
125-SPLIT2,276,125,276
212-SPLIT1,unassigned_region-SPLIT6,212,unassigned_region
212-SPLIT2,429,212,429
429,unassigned_region-SPLIT6,429,unassigned_region
145-SPLIT2,unassigned_region-SPLIT1,145,unassigned_region
768,145-SPLIT2,768,145
145-SPLIT1,481,145,481
481,145-SPLIT2,481,145
125-SPLIT3,unassigned_region-SPLIT1,125,unassigned_region
168,unassigned_region-SPLIT1,168,unassigned_region
267,unassigned_region-SPLIT7,267,unassigned_region
331,unassigned_region-SPLIT7,331,unassigned_region
23-SPLIT3,unassigned_region-SPLIT7,23,unassigned_region
40-SPLIT2,unassigned_region-SPLIT1,40,unassigned_region
308-SPLIT2,unassigned_region-SPLIT1,308,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,23-SPLIT1,unassigned_region,23
unassigned_region-SPLIT3,23-SPLIT1,unassigned_region,23
unassigned_region-SPLIT4,40-SPLIT1,unassigned_region,40
unassigned_region-SPLIT5,40-SPLIT1,unassigned_region,40
unassigned_region-SPLIT6,276,unassigned_region,276
unassigned_region-SPLIT7,168,unassigned_region,168
