unique.split,parent.split,host,parent.host
120-SPLIT1,unassigned_region-SPLIT1,120,unassigned_region
96-SPLIT1,unassigned_region-SPLIT1,96,unassigned_region
986,unassigned_region-SPLIT2,986,unassigned_region
393-SPLIT1,986,393,986
160-SPLIT1,392-SPLIT2,160,392
87-SPLIT1,160-SPLIT1,87,160
392-SPLIT2,986,392,986
842,392-SPLIT2,842,392
702,842,702,842
160-SPLIT2,702,160,702
160-SPLIT3,607-SPLIT1,160,607
392-SPLIT1,607-SPLIT1,392,607
898,607-SPLIT1,898,607
607-SPLIT1,392-SPLIT2,607,392
545-SPLIT1,unassigned_region-SPLIT3,545,unassigned_region
664-SPLIT1,unassigned_region-SPLIT3,664,unassigned_region
87-SPLIT2,392-SPLIT2,87,392
664-SPLIT2,87-SPLIT2,664,87
607-SPLIT2,392-SPLIT2,607,392
545-SPLIT2,986,545,986
363,unassigned_region-SPLIT4,363,unassigned_region
656-SPLIT1,363,656,363
865,363,865,363
656-SPLIT2,865,656,865
461,656-SPLIT2,461,656
704,unassigned_region-SPLIT5,704,unassigned_region
233-SPLIT1,unassigned_region-SPLIT5,233,unassigned_region
656-SPLIT4,unassigned_region-SPLIT4,656,unassigned_region
633,656-SPLIT4,633,656
656-SPLIT3,633,656,633
52-SPLIT1,unassigned_region-SPLIT2,52,unassigned_region
797,96-SPLIT1,797,96
120-SPLIT3,unassigned_region-SPLIT1,120,unassigned_region
445,120-SPLIT3,445,120
975,445,975,445
273-SPLIT1,445,273,445
393-SPLIT2,unassigned_region-SPLIT6,393,unassigned_region
155,unassigned_region-SPLIT6,155,unassigned_region
52-SPLIT2,445,52,445
233-SPLIT2,52-SPLIT2,233,52
96-SPLIT2,268-SPLIT1,96,268
268-SPLIT1,unassigned_region-SPLIT7,268,unassigned_region
233-SPLIT3,268-SPLIT1,233,268
96-SPLIT3,unassigned_region-SPLIT7,96,unassigned_region
295,120-SPLIT3,295,120
803-SPLIT1,50-SPLIT1,803,50
545-SPLIT3,803-SPLIT1,545,803
268-SPLIT2,803-SPLIT1,268,803
534-SPLIT1,50-SPLIT1,534,50
50-SPLIT1,unassigned_region-SPLIT8,50,unassigned_region
52-SPLIT3,unassigned_region-SPLIT9,52,unassigned_region
393-SPLIT3,unassigned_region-SPLIT9,393,unassigned_region
520,50-SPLIT1,520,50
103,520,103,520
188,103,188,103
273-SPLIT2,unassigned_region-SPLIT8,273,unassigned_region
545-SPLIT4,unassigned_region-SPLIT10,545,unassigned_region
393-SPLIT4,unassigned_region-SPLIT10,393,unassigned_region
273-SPLIT3,unassigned_region-SPLIT10,273,unassigned_region
268-SPLIT3,393-SPLIT5,268,393
393-SPLIT5,120-SPLIT3,393,120
50-SPLIT2,393-SPLIT5,50,393
96-SPLIT4,120-SPLIT3,96,120
273-SPLIT4,803-SPLIT2,273,803
50-SPLIT3,803-SPLIT2,50,803
803-SPLIT2,120-SPLIT3,803,120
677-SPLIT1,803-SPLIT2,677,803
677-SPLIT2,803-SPLIT2,677,803
50-SPLIT4,unassigned_region-SPLIT11,50,unassigned_region
534-SPLIT2,50-SPLIT4,534,50
52-SPLIT4,50-SPLIT4,52,50
120-SPLIT2,unassigned_region-SPLIT11,120,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,96-SPLIT1,unassigned_region,96
unassigned_region-SPLIT3,392-SPLIT2,unassigned_region,392
unassigned_region-SPLIT4,986,unassigned_region,986
unassigned_region-SPLIT5,865,unassigned_region,865
unassigned_region-SPLIT6,273-SPLIT1,unassigned_region,273
unassigned_region-SPLIT7,120-SPLIT3,unassigned_region,120
unassigned_region-SPLIT8,120-SPLIT3,unassigned_region,120
unassigned_region-SPLIT9,50-SPLIT1,unassigned_region,50
unassigned_region-SPLIT10,120-SPLIT3,unassigned_region,120
unassigned_region-SPLIT11,803-SPLIT2,unassigned_region,803
