dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr0125_nv10_1,1.0,0.918,0.957,0.926,0.685,0.787
SEIR015_sl1000_mr0125_nv10_10,1.0,0.474,0.643,0.933,0.737,0.824
SEIR015_sl1000_mr0125_nv10_11,1.0,0.538,0.7,0.889,0.615,0.727
SEIR015_sl1000_mr0125_nv10_12,1.0,0.643,0.783,1.0,0.714,0.833
SEIR015_sl1000_mr0125_nv10_13,1.0,0.96,0.98,1.0,0.82,0.901
SEIR015_sl1000_mr0125_nv10_14,1.0,0.654,0.791,0.913,0.808,0.857
SEIR015_sl1000_mr0125_nv10_15,1.0,0.622,0.767,0.929,0.578,0.712
SEIR015_sl1000_mr0125_nv10_16,0.861,0.492,0.626,0.885,0.73,0.8
SEIR015_sl1000_mr0125_nv10_17,1.0,0.462,0.632,0.864,0.731,0.792
SEIR015_sl1000_mr0125_nv10_18,1.0,0.5,0.667,0.875,0.7,0.778
SEIR015_sl1000_mr0125_nv10_19,1.0,0.548,0.708,0.95,0.613,0.745
SEIR015_sl1000_mr0125_nv10_2,1.0,0.688,0.815,1.0,0.688,0.815
SEIR015_sl1000_mr0125_nv10_20,0.958,0.561,0.708,0.939,0.756,0.838
SEIR015_sl1000_mr0125_nv10_3,1.0,0.667,0.8,0.889,0.889,0.889
SEIR015_sl1000_mr0125_nv10_4,1.0,0.8,0.889,0.9,0.9,0.9
SEIR015_sl1000_mr0125_nv10_5,0.958,0.902,0.929,0.947,0.353,0.514
SEIR015_sl1000_mr0125_nv10_6,1.0,0.6,0.75,0.957,0.629,0.759
SEIR015_sl1000_mr0125_nv10_7,0.979,0.676,0.8,0.979,0.691,0.81
SEIR015_sl1000_mr0125_nv10_8,1.0,0.667,0.8,0.875,0.778,0.824
SEIR015_sl1000_mr0125_nv10_9,0.75,0.429,0.545,0.667,0.286,0.4
SEIR015_sl1000_mr025_nv10_1,1.0,0.6,0.75,1.0,0.9,0.947
SEIR015_sl1000_mr025_nv10_10,1.0,0.545,0.706,1.0,0.455,0.625
SEIR015_sl1000_mr025_nv10_11,0.977,0.75,0.848,0.932,0.732,0.82
SEIR015_sl1000_mr025_nv10_12,1.0,0.2,0.333,1.0,0.4,0.571
SEIR015_sl1000_mr025_nv10_13,1.0,0.1,0.182,0.5,0.2,0.286
SEIR015_sl1000_mr025_nv10_14,0.842,0.64,0.727,0.792,0.76,0.776
SEIR015_sl1000_mr025_nv10_15,1.0,0.5,0.667,0.95,0.328,0.487
SEIR015_sl1000_mr025_nv10_16,1.0,0.571,0.727,0.929,0.929,0.929
SEIR015_sl1000_mr025_nv10_17,0.933,0.737,0.824,0.933,0.737,0.824
SEIR015_sl1000_mr025_nv10_18,1.0,0.595,0.746,0.931,0.73,0.818
SEIR015_sl1000_mr025_nv10_19,1.0,0.737,0.848,0.833,0.789,0.811
SEIR015_sl1000_mr025_nv10_2,0.976,0.732,0.837,0.919,0.607,0.731
SEIR015_sl1000_mr025_nv10_20,1.0,0.375,0.545,0.857,0.75,0.8
SEIR015_sl1000_mr025_nv10_3,1.0,0.761,0.864,0.932,0.891,0.911
SEIR015_sl1000_mr025_nv10_4,0.972,0.795,0.875,0.973,0.818,0.889
SEIR015_sl1000_mr025_nv10_5,0.923,0.75,0.828,0.884,0.792,0.835
SEIR015_sl1000_mr025_nv10_6,0.93,0.87,0.899,1.0,0.804,0.892
SEIR015_sl1000_mr025_nv10_7,1.0,0.667,0.8,1.0,1.0,1.0
SEIR015_sl1000_mr025_nv10_8,1.0,0.7,0.824,1.0,0.85,0.919
